13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,35,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,33,42,43,42,33,33,33,42,33,33,42,43,42,42,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,42,33,43,42,33,33,33,42,33,33,42,33,42,43,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,42,43,33,33,43,33,43,33,42,33,43,33,33,42,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,33,33,43,43,43,43,33,43,33,33,43,33,43,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,43,33,33,42,42,33,33,33,33,43,33,43,33,33,43,42,43,39,13,13,13,13,13,13
13,13,13,13,13,13,41,42,33,33,33,33,42,33,33,33,33,33,33,33,42,42,42,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,43,33,33,43,33,33,44,44,44,44,44,33,33,33,33,43,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,43,43,42,44,44,44,44,44,33,43,43,42,33,43,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,33,33,42,44,44,44,44,44,33,43,42,33,43,43,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,42,33,33,42,44,44,44,44,44,42,33,42,42,42,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,42,33,42,33,43,44,44,44,44,44,43,33,33,42,33,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,43,43,33,33,33,43,43,33,33,33,33,33,42,43,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,42,43,33,43,43,33,33,33,42,33,43,42,33,33,33,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,43,33,42,43,33,33,33,33,33,33,33,33,42,33,42,43,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,42,33,33,33,33,43,33,33,33,33,33,43,33,33,43,43,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,33,43,33,33,43,33,33,33,33,33,33,43,33,33,39,13,13,13,13,13,13
13,13,13,13,13,13,41,33,33,33,33,33,33,33,33,33,43,33,43,33,43,33,33,43,39,13,13,13,13,13,13
13,13,13,13,13,13,37,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,36,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
